timestamp,output[0]
0,1200.0
99958,1200.0
199938,1200.0
299929,1200.0
402443,1200.0
500052,1202.0
602454,1204.0
699944,1205.0
799931,1212.0
904956,1232.0
999937,1251.0
1102454,1262.0
1199976,1283.0
1399967,1311.0
1502509,1334.0
1604937,1345.0
1699930,1352.0
1802453,1356.0
1899988,1363.0
2002440,1358.0
2099968,1372.0
2202445,1376.0
2299934,1378.0
2399934,1387.0
2502439,1402.0
2599920,1400.0
2702445,1397.0
2799923,1398.0
2899951,1400.0
3004941,1393.0
3099949,1392.0
3204972,1395.0
3299932,1388.0
3402432,1387.0
3499982,1392.0
3599960,1384.0
3704937,1392.0
3799961,1386.0
3902446,1380.0
3999950,1382.0
4102421,1358.0
4199969,1347.0
4299922,1339.0
4399914,1340.0
4499931,1313.0
4602438,1292.0
4699938,1291.0
4802422,1290.0
4899959,1314.0
4999923,1363.0
5104971,1385.0
5199924,1408.0
5302442,1418.0
5399958,1425.0
5502525,1428.0
5599934,1437.0
5699470,1433.0
5799968,1432.0
5899957,1432.0
6002459,1434.0
6099477,1430.0
6202448,1423.0
6299949,1421.0
6402446,1423.0
6504916,1417.0
6599926,1416.0
6702430,1412.0
6799925,1401.0
6902424,1383.0
6999931,1346.0
7102082,1335.0
7199953,1320.0
7299934,1319.0
7402476,1317.0
7499927,1337.0
7602448,1378.0
7699556,1393.0
7799960,1406.0
7904936,1412.0
7999938,1410.0
8102435,1413.0
8199929,1410.0
8302421,1408.0
8399944,1408.0
8499957,1408.0
8599939,1404.0
8699981,1397.0
8802437,1382.0
8899936,1350.0
9002489,1333.0
9099955,1327.0
9202469,1304.0
9299928,1289.0
9400002,1276.0
9502428,1278.0
9599963,1338.0
9702485,1374.0
9799952,1408.0
9899957,1421.0
9999940,1445.0
10099929,1466.0
10202435,1479.0
10299956,1482.0
10402426,1482.0
10499956,1488.0
10599965,1486.0
10704933,1486.0
10799929,1479.0
10904931,1478.0
11000003,1481.0
11102425,1465.0
11199987,1420.0
11299986,1378.0
11404941,1368.0
11499930,1395.0
11602435,1458.0
11699931,1472.0
11802433,1430.0
11899984,1389.0
11999953,1360.0
12099925,1381.0
12199918,1466.0
12302433,1499.0
12399931,1481.0
12502442,1447.0
12599950,1408.0
12699925,1361.0
12804914,1322.0
12899966,1296.0
13002436,1257.0
13099930,1226.0
13202434,1204.0
13300012,1200.0
13399953,1200.0
13504943,1200.0
13599962,1200.0
13702442,1200.0
13799966,1200.0
13902437,1200.0
13999969,1200.0
14099948,1200.0
14199927,1200.0
14299949,1200.0
